date,symbol,broker,long_position,long_change,short_position,short_change,rank
2026-09-24,Y,中信建投,45239,-970,38885,333,8
2026-09-24,Y,南华期货,40786,-433,41616,-342,9
2026-09-24,Y,摩根大通,50327,650,28463,-1916,10
2026-09-24,Y,宏源期货,29413,-52,47923,467,11
2026-09-24,Y,永安期货,46809,-2118,27698,262,12
2026-09-24,Y,高盛期货,54192,4386,4790,-46,13
2026-09-24,Y,招商期货,28108,-222,27162,-31,14
2026-09-24,Y,一德期货,33864,452,10977,39,15
2026-09-24,Y,华泰期货,22724,-1350,22093,-41,16
2026-09-24,Y,中泰期货,22634,-106,8176,1350,17
2026-09-24,Y,银河期货,19999,724,6536,285,18
2026-09-24,Y,西部期货,22798,-75,0,0,19
2026-09-24,Y,中金财富,9722,-4,8327,4,20
2026-09-24,ZN,中信期货,34809,-776,21613,-1966,1
2026-09-24,ZN,国泰君安,28296,498,12956,-60,2
2026-09-24,ZN,东证期货,20895,-910,8208,-861,3
2026-09-24,ZN,高盛期货,27935,1350,0,0,4
2026-09-24,ZN,银河期货,9040,317,14714,503,5
2026-09-24,ZN,中粮期货,4898,-4,11173,699,6
2026-09-24,ZN,国贸期货,0,0,10587,-404,7
2026-09-24,ZN,华泰期货,4687,74,5511,154,8
2026-09-24,ZN,申万期货,571,-122,8491,871,9
2026-09-24,ZN,建信期货,3681,-233,4428,58,10
2026-09-24,ZN,广发期货,3385,-297,3978,705,11
2026-09-24,ZN,紫金天风,0,0,7200,46,12
2026-09-24,ZN,浙商期货,7020,-11,0,0,13
2026-09-24,ZN,永安期货,3620,532,3026,-1,14
2026-09-24,ZN,瑞达期货,1544,-246,5081,60,15
2026-09-24,ZN,云晨期货,0,0,6002,144,16
2026-09-24,ZN,中信建投,4851,4,1088,45,17
2026-09-24,ZN,摩根大通,5932,437,0,0,18
2026-09-24,ZN,宝城期货,5662,63,0,0,19
2026-09-24,ZN,铜冠金源,0,0,5516,34,20
