date,symbol,broker,long_position,long_change,short_position,short_change,rank
2026-08-05,Y,建信期货,15406,66,10365,24,19
2026-08-05,Y,西部期货,24397,-19,0,0,20
2026-08-06,OI,中信期货,62893,3011,48879,314,1
2026-08-06,OI,中粮期货,23078,-1068,83459,-78,2
2026-08-06,OI,国投安信,23906,-89,68855,1008,3
2026-08-06,OI,中信建投,39736,983,44054,1265,4
2026-08-06,OI,东证期货,32680,855,24499,1133,5
2026-08-06,OI,华泰期货,24736,299,30774,247,6
2026-08-06,OI,国泰君安,33838,1006,18741,191,7
2026-08-06,OI,浙商期货,13976,-58,33838,990,8
2026-08-06,OI,摩根大通,43301,362,2117,-582,9
2026-08-06,OI,五矿期货,23714,64,21315,55,10
2026-08-06,OI,乾坤期货,39882,-935,0,0,11
2026-08-06,OI,鲁证期货,14694,2259,17801,2154,12
2026-08-06,OI,南华期货,12714,-6,19030,548,13
2026-08-06,OI,一德期货,17265,658,9514,524,14
2026-08-06,OI,长江期货,12244,3020,12175,3082,15
2026-08-06,OI,银河期货,9996,239,11286,636,16
2026-08-06,OI,广发期货,11332,174,6949,-221,17
2026-08-06,OI,中投天琪,11748,482,0,0,18
2026-08-06,OI,瑞银期货,10620,-41,0,0,19
2026-08-06,OI,中国国际,4809,677,3634,1008,20
2026-08-06,P,国泰君安,103003,3265,81309,3060,1
2026-08-06,P,中信期货,40798,-2564,73568,448,2
2026-08-06,P,东证期货,44696,-2705,52138,956,3
2026-08-06,P,一德期货,53403,503,43170,-22,4
2026-08-06,P,中粮期货,36345,800,37192,-298,5
2026-08-06,P,海通期货,30144,-401,31810,990,6
2026-08-06,P,中信建投,23402,715,30748,240,7
2026-08-06,P,国投期货,32067,-249,18953,-754,8
2026-08-06,P,广发期货,26359,300,17498,3,9
2026-08-06,P,华泰期货,23937,1850,17500,958,10
2026-08-06,P,招商期货,23812,15,13198,104,11
2026-08-06,P,永安期货,23512,-1411,10898,247,12
2026-08-06,P,国富期货,8122,576,25683,675,13
2026-08-06,P,乾坤期货,1344,263,25892,-1133,14
2026-08-06,P,摩根大通,12743,-875,11162,2362,15
2026-08-06,P,银河期货,7675,60,13756,-72,16
2026-08-06,P,浙商期货,6398,-364,14323,53,17
2026-08-06,P,瑞达期货,7317,1278,12889,-89,18
2026-08-06,P,建信期货,4572,43,14580,31,19
2026-08-06,P,中金财富,1412,86,15869,-322,20
2026-08-06,Y,中粮期货,57611,1504,235481,851,1
2026-08-06,Y,国泰君安,125371,473,92654,1409,2
2026-08-06,Y,国投期货,35263,1094,110067,-1894,3
2026-08-06,Y,中信期货,64136,1021,79838,3596,4
2026-08-06,Y,东证期货,62664,450,75991,465,5
2026-08-06,Y,广发期货,37084,-745,87205,-3331,6
2026-08-06,Y,海通期货,53912,120,40729,-323,7
2026-08-06,Y,摩根大通,36323,-3275,31207,1708,8
2026-08-06,Y,永安期货,33933,218,30629,2347,9
2026-08-06,Y,中信建投,34646,-72,25748,38,10
2026-08-06,Y,宏源期货,22293,269,37775,118,11
2026-08-06,Y,招商期货,27410,1026,31963,1133,12
2026-08-06,Y,南华期货,33009,-603,20252,-1266,13
2026-08-06,Y,乾坤期货,31307,689,17587,-1242,14
2026-08-06,Y,华泰期货,24240,778,21587,1897,15
2026-08-06,Y,一德期货,28141,141,12581,697,16
2026-08-06,Y,银河期货,20961,446,9163,-424,17
2026-08-06,Y,中泰期货,22542,502,4376,-410,18
2026-08-06,Y,西部期货,24322,-75,0,0,19
2026-08-06,Y,建信期货,14179,-1227,10047,-318,20
2026-08-07,OI,中信期货,63802,1109,49619,740,1
2026-08-07,OI,中粮期货,22333,-745,83103,-356,2
2026-08-07,OI,国投安信,23697,-209,69424,569,3
2026-08-07,OI,中信建投,39686,1510,44017,1263,4
2026-08-07,OI,东证期货,31884,-796,24922,423,5
2026-08-07,OI,华泰期货,25010,274,31091,317,6
2026-08-07,OI,国泰君安,34535,697,19617,876,7
2026-08-07,OI,五矿期货,25060,1346,23398,2083,8
2026-08-07,OI,浙商期货,13972,-4,33854,16,9
2026-08-07,OI,摩根大通,44348,1047,1667,-450,10
2026-08-07,OI,乾坤期货,42222,2340,0,0,11
2026-08-07,OI,鲁证期货,16140,1661,19128,1327,12
2026-08-07,OI,长江期货,15058,2814,14982,2807,13
2026-08-07,OI,南华期货,12676,-38,17161,966,14
2026-08-07,OI,一德期货,16931,-334,9478,-36,15
2026-08-07,OI,银河期货,8682,-1314,11474,188,16
2026-08-07,OI,广发期货,11508,176,6986,37,17
2026-08-07,OI,中投天琪,12446,698,0,0,18
2026-08-07,OI,瑞银期货,10605,-15,0,0,19
2026-08-07,OI,中国国际,4792,-17,3649,15,20
2026-08-07,P,国泰君安,100022,-2981,81999,690,1
2026-08-07,P,中信期货,40094,-704,77503,3935,2
2026-08-07,P,东证期货,42306,-2390,52829,691,3
2026-08-07,P,一德期货,50341,-3062,43755,585,4
2026-08-07,P,中粮期货,38594,2249,36638,-554,5
2026-08-07,P,海通期货,30306,162,31929,119,6
2026-08-07,P,中信建投,23583,181,27992,1421,7
2026-08-07,P,国投期货,31187,-880,16962,-1991,8
2026-08-07,P,华泰期货,23180,-757,17473,-27,9
2026-08-07,P,广发期货,23343,-2903,14210,-3288,10
2026-08-07,P,永安期货,24099,587,10525,-373,11
2026-08-07,P,国富期货,7674,663,25819,136,12
2026-08-07,P,招商期货,19374,-127,13675,477,13
2026-08-07,P,乾坤期货,1294,-36,26925,1033,14
2026-08-07,P,摩根大通,14097,1354,12659,1497,15
2026-08-07,P,建信期货,4604,32,17666,-781,16
2026-08-07,P,银河期货,9762,2018,12501,-1255,17
2026-08-07,P,瑞达期货,7797,480,14072,1183,18
2026-08-07,P,浙商期货,6953,555,14517,194,19
2026-08-07,P,国贸期货,10,0,18597,600,20
2026-08-07,Y,中粮期货,55354,-2257,238128,2647,1
2026-08-07,Y,国泰君安,123188,-2183,92596,-58,2
2026-08-07,Y,中信期货,64852,716,78704,-1134,3
2026-08-07,Y,国投期货,30260,-4777,110014,-53,4
2026-08-07,Y,东证期货,60072,-2592,77471,1480,5
2026-08-07,Y,广发期货,36960,-124,83284,-3921,6
2026-08-07,Y,海通期货,53586,-326,40668,-61,7
2026-08-07,Y,摩根大通,35982,-341,32265,1058,8
2026-08-07,Y,永安期货,34402,469,30509,-120,9
2026-08-07,Y,宏源期货,22673,380,38224,449,10
2026-08-07,Y,中信建投,34512,-134,25742,-6,11
2026-08-07,Y,招商期货,27353,-57,32031,68,12
2026-08-07,Y,乾坤期货,31383,59,17311,-276,13
2026-08-07,Y,南华期货,30679,-2330,16491,-816,14
2026-08-07,Y,一德期货,32554,4413,13090,509,15
2026-08-07,Y,华泰期货,22937,-1303,21080,-507,16
2026-08-07,Y,银河期货,21369,408,8918,-229,17
2026-08-07,Y,中泰期货,22589,73,4135,-242,18
2026-08-07,Y,苏豪弘业,25627,928,0,0,19
2026-08-07,Y,西部期货,23313,-1009,0,0,20
2026-08-10,OI,中信期货,64287,485,50918,1299,1
2026-08-10,OI,中粮期货,21739,-594,82679,-424,2
2026-08-10,OI,国投安信,23124,-573,71059,1635,3
2026-08-10,OI,中信建投,39718,32,43808,-209,4
2026-08-10,OI,国泰君安,35996,1461,21543,1926,5
2026-08-10,OI,华泰期货,24980,-30,31271,180,6
2026-08-10,OI,东证期货,29798,-2086,23932,-990,7
2026-08-10,OI,五矿期货,27346,2286,25741,2343,8
2026-08-10,OI,摩根大通,46104,1756,2373,617,9
2026-08-10,OI,浙商期货,13968,-4,33935,81,10
2026-08-10,OI,乾坤期货,40808,-1414,0,0,11
2026-08-10,OI,鲁证期货,17070,930,20061,933,12
2026-08-10,OI,长江期货,16603,1545,16470,1488,13
2026-08-10,OI,南华期货,12697,21,17226,65,14
2026-08-10,OI,一德期货,17214,283,9349,-129,15
2026-08-10,OI,银河期货,9666,984,10718,-756,16
2026-08-10,OI,广发期货,12210,702,7687,701,17
2026-08-10,OI,中投天琪,12643,197,0,0,18
2026-08-10,OI,瑞银期货,10783,178,0,0,19
2026-08-10,OI,中国国际,4791,-1,3020,-629,20
2026-08-10,P,国泰君安,104972,4950,81526,-473,1
2026-08-10,P,中信期货,41849,1755,76752,-751,2
2026-08-10,P,东证期货,45867,3561,56154,3325,3
2026-08-10,P,一德期货,51775,1434,43591,-164,4
2026-08-10,P,中粮期货,34258,-4336,45806,5734,5
2026-08-10,P,海通期货,29870,-436,31914,-15,6
2026-08-10,P,中信建投,24249,666,29300,1308,7
2026-08-10,P,国投期货,27989,-3198,17576,614,8
2026-08-10,P,华泰期货,23177,-3,18013,521,9
2026-08-10,P,广发期货,22189,-1154,13854,-356,10
2026-08-10,P,摩根大通,19707,2503,16117,-512,11
2026-08-10,P,永安期货,24494,395,10616,91,12
2026-08-10,P,招商期货,19501,1457,14290,615,13
2026-08-10,P,国富期货,4478,-3196,24400,-1419,14
2026-08-10,P,乾坤期货,1401,107,23986,3587,15
2026-08-10,P,浙商期货,7802,849,15262,745,16
2026-08-10,P,瑞达期货,8502,702,13829,-243,17
2026-08-10,P,建信期货,4513,-91,17175,-486,18
2026-08-10,P,银河期货,11074,1485,10576,-1902,19
2026-08-10,P,国贸期货,10,0,18663,66,20
2026-08-10,Y,中粮期货,55314,-40,241182,3054,1
2026-08-10,Y,国泰君安,125569,2381,92076,-520,2
2026-08-10,Y,中信期货,66568,1716,79454,750,3
2026-08-10,Y,国投期货,31995,1735,108543,-1471,4
2026-08-10,Y,东证期货,58217,-1855,76782,-689,5
2026-08-10,Y,广发期货,37060,100,84390,1106,6
2026-08-10,Y,海通期货,57709,4123,40633,-35,7
2026-08-10,Y,摩根大通,36630,648,32274,9,8
2026-08-10,Y,永安期货,34333,-69,30237,-272,9
2026-08-10,Y,宏源期货,23299,626,38983,759,10
2026-08-10,Y,中信建投,34455,-57,25745,3,11
2026-08-10,Y,招商期货,27336,-17,32751,720,12
2026-08-10,Y,一德期货,33767,1213,12928,-162,13
2026-08-10,Y,乾坤期货,31154,-213,15445,-1866,14
2026-08-10,Y,南华期货,28181,891,17497,1006,15
2026-08-10,Y,华泰期货,22394,-543,23073,1993,16
2026-08-10,Y,银河期货,24289,412,8651,3191,17
2026-08-10,Y,中泰期货,25893,280,3889,-246,18
2026-08-10,Y,西部期货,23341,28,0,0,19
2026-08-10,Y,建信期货,12800,-632,7276,-43,20
2026-08-11,OI,中信期货,65771,1484,49894,-1024,1
2026-08-11,OI,中粮期货,26103,4364,87737,5058,2
2026-08-11,OI,国投安信,24147,1023,73177,2118,3
2026-08-11,OI,中信建投,39516,-202,43567,-241,4
2026-08-11,OI,国泰君安,38535,2539,22710,1167,5
2026-08-11,OI,五矿期货,30543,3197,28544,2803,6
2026-08-11,OI,东证期货,33173,3375,24482,550,7
2026-08-11,OI,华泰期货,24879,-101,31934,663,8
2026-08-11,OI,摩根大通,49801,3697,2455,82,9
2026-08-11,OI,浙商期货,14139,171,37920,3985,10
2026-08-11,OI,乾坤期货,39323,-1485,0,0,11
2026-08-11,OI,鲁证期货,17407,337,19100,528,12
2026-08-11,OI,长江期货,17717,1114,17352,882,13
2026-08-11,OI,一德期货,20925,2476,9506,157,14
2026-08-11,OI,南华期货,12749,52,17523,297,15
2026-08-11,OI,银河期货,9632,-34,11008,290,16
2026-08-11,OI,广发期货,12004,-206,8285,598,17
2026-08-11,OI,中投天琪,12841,198,0,0,18
2026-08-11,OI,瑞银期货,12015,1232,0,0,19
2026-08-11,OI,申银万国,0,0,7151,331,20
2026-08-11,P,国泰君安,107069,2097,80681,-845,1
2026-08-11,P,中信期货,41620,-229,75835,-917,2
2026-08-11,P,东证期货,47451,1584,52284,-3870,3
2026-08-11,P,一德期货,44087,-7688,41604,-1987,4
2026-08-11,P,中粮期货,32862,149,43137,-2669,5
2026-08-11,P,海通期货,29344,-526,34299,2385,6
2026-08-11,P,中信建投,24180,-69,30539,1239,7
2026-08-11,P,国投期货,30145,2149,16864,-712,8
2026-08-11,P,华泰期货,22842,-335,18210,197,9
2026-08-11,P,摩根大通,19350,-357,17118,1001,10
2026-08-11,P,广发期货,22777,588,13447,-407,11
2026-08-11,P,招商期货,15960,776,14646,356,12
2026-08-11,P,永安期货,20479,-4015,7754,1257,13
2026-08-11,P,乾坤期货,1334,-69,23638,-348,14
2026-08-11,P,银河期货,14488,359,10462,-137,15
2026-08-11,P,国富期货,3711,-767,20542,1778,16
2026-08-11,P,浙商期货,8397,595,15399,137,17
2026-08-11,P,中金财富,6148,971,17013,-474,18
2026-08-11,P,瑞达期货,8655,153,13956,127,19
2026-08-11,P,建信期货,4506,-7,16277,231,20
2026-08-11,Y,中粮期货,55615,301,242029,847,1
2026-08-11,Y,国泰君安,123045,-2524,89059,-3017,2
2026-08-11,Y,中信期货,66611,43,78664,-790,3
2026-08-11,Y,国投期货,30498,-1497,108570,27,4
2026-08-11,Y,东证期货,55982,-2235,77280,498,5
2026-08-11,Y,广发期货,37608,548,82025,-2365,6
2026-08-11,Y,海通期货,56920,-789,39940,-693,7
2026-08-11,Y,摩根大通,37840,1210,31461,2327,8
2026-08-11,Y,宏源期货,23615,316,39477,494,9
2026-08-11,Y,招商期货,30231,140,32753,2,10
2026-08-11,Y,中信建投,34139,-316,27622,-49,11
2026-08-11,Y,永安期货,33627,-706,27915,-2322,12
2026-08-11,Y,一德期货,36177,556,13452,524,13
2026-08-11,Y,乾坤期货,32018,899,16918,902,14
2026-08-11,Y,南华期货,29240,1059,18369,872,15
2026-08-11,Y,华泰期货,22974,580,24359,1286,16
2026-08-11,Y,银河期货,21625,209,8489,-162,17
2026-08-11,Y,中泰期货,23935,-1958,3100,-782,18
2026-08-11,Y,西部期货,23323,-18,0,0,19
2026-08-11,Y,建信期货,12134,-666,6866,-410,20
2026-08-12,OI,中粮期货,30133,4030,91058,3321,1
2026-08-12,OI,中信期货,63794,-1977,48786,-1108,2
2026-08-12,OI,国投安信,24559,412,72026,-1151,3
2026-08-12,OI,中信建投,38553,-963,42324,-1243,4
2026-08-12,OI,国泰君安,37545,-990,22556,-154,5
2026-08-12,OI,华泰期货,25151,272,32233,299,6
2026-08-12,OI,东证期货,30970,-2203,24524,42,7
2026-08-12,OI,摩根大通,50443,642,2705,250,8
2026-08-12,OI,浙商期货,13798,-341,37278,-642,9
2026-08-12,OI,五矿期货,25859,-4684,23849,-4695,10
2026-08-12,OI,乾坤期货,40694,1371,164,29,11
2026-08-12,OI,鲁证期货,17682,275,19329,229,12
2026-08-12,OI,长江期货,18234,517,17920,705,13
2026-08-12,OI,一德期货,21274,349,10723,1217,14
2026-08-12,OI,南华期货,12875,126,17925,402,15
2026-08-12,OI,广发期货,12675,671,10970,810,16
2026-08-12,OI,银河期货,9970,338,11531,523,17
2026-08-12,OI,中投天琪,12907,66,0,0,18
2026-08-12,OI,瑞银期货,12017,2,0,0,19
2026-08-12,OI,永安期货,6441,453,2632,767,20
2026-08-12,P,国泰君安,115188,8119,84597,3916,1
2026-08-12,P,中信期货,40160,-1460,77068,1233,2
2026-08-12,P,东证期货,47264,-187,55441,3157,3
2026-08-12,P,一德期货,44620,533,42326,722,4
2026-08-12,P,中粮期货,34068,1206,41664,-1473,5
2026-08-12,P,海通期货,29847,503,36612,2313,6
2026-08-12,P,中信建投,23996,-184,30801,262,7
2026-08-12,P,国投期货,28886,-1259,15800,-1064,8
2026-08-12,P,华泰期货,23650,808,17706,-504,9
2026-08-12,P,摩根大通,18915,-435,22061,4943,10
2026-08-12,P,广发期货,23839,1062,12278,-1169,11
2026-08-12,P,招商期货,16227,267,14881,235,12
2026-08-12,P,永安期货,20243,-226,6511,-1243,13
2026-08-12,P,乾坤期货,0,0,26013,2375,14
2026-08-12,P,国富期货,3532,-179,20666,124,15
2026-08-12,P,浙商期货,8537,140,15474,75,16
2026-08-12,P,南华期货,14277,2076,8360,1181,17
2026-08-12,P,瑞达期货,8813,158,13481,-475,18
2026-08-12,P,建信期货,4447,-59,16737,460,19
2026-08-12,P,银河期货,11793,1837,9032,-1407,20
2026-08-12,Y,中粮期货,55766,151,242393,364,1
2026-08-12,Y,国泰君安,123310,265,92171,3112,2
2026-08-12,Y,中信期货,65764,-847,79222,558,3
2026-08-12,Y,国投期货,33932,3458,110078,1508,4
2026-08-12,Y,东证期货,56897,915,78508,1228,5
2026-08-12,Y,广发期货,37488,-120,84320,2295,6
2026-08-12,Y,海通期货,58013,1093,38681,-1259,7
2026-08-12,Y,摩根大通,35836,-2004,31559,98,8
2026-08-12,Y,宏源期货,23912,297,40051,574,9
2026-08-12,Y,招商期货,30134,-97,33027,274,10
2026-08-12,Y,永安期货,33040,-587,27475,-440,11
2026-08-12,Y,中信建投,33864,-275,25752,15,12
2026-08-12,Y,乾坤期货,32733,715,18753,1835,13
2026-08-12,Y,南华期货,30426,1186,20960,979,14
2026-08-12,Y,一德期货,34536,964,13280,-172,15
2026-08-12,Y,华泰期货,23292,318,23869,-490,16
2026-08-12,Y,银河期货,19250,-2375,8983,494,17
2026-08-12,Y,中泰期货,23719,-216,3012,-89,18
2026-08-12,Y,西部期货,22946,-377,0,0,19
2026-08-12,Y,苏豪弘业,21964,3165,0,0,20
2026-08-13,OI,中粮期货,31681,1548,94219,3161,1
2026-08-13,OI,中信期货,65227,1433,49711,925,2
2026-08-13,OI,国投安信,25184,625,72757,731,3
2026-08-13,OI,中信建投,37422,-1131,42773,-1060,4
2026-08-13,OI,国泰君安,40095,2550,23644,1088,5
2026-08-13,OI,东证期货,34786,3816,25347,823,6
2026-08-13,OI,华泰期货,26122,971,33397,1164,7
2026-08-13,OI,摩根大通,53263,2820,2500,-205,8
2026-08-13,OI,浙商期货,15782,166,38225,947,9
2026-08-13,OI,五矿期货,22554,-3305,20830,-3019,10
2026-08-13,OI,乾坤期货,40822,2765,172,8,11
2026-08-13,OI,长江期货,19521,1287,19357,1296,12
2026-08-13,OI,鲁证期货,18429,747,20176,847,13
2026-08-13,OI,一德期货,21400,126,10709,-14,14
2026-08-13,OI,南华期货,12896,21,17894,-31,15
2026-08-13,OI,银河期货,10499,529,13550,2019,16
2026-08-13,OI,广发期货,13173,498,9716,553,17
2026-08-13,OI,中投天琪,14316,1409,0,0,18
2026-08-13,OI,瑞银期货,12060,2100,0,0,19
2026-08-13,OI,永安期货,6871,430,3273,641,20
2026-08-13,P,国泰君安,118679,3491,93029,8432,1
2026-08-13,P,中信期货,41940,1780,76753,-315,2
2026-08-13,P,东证期货,52320,5056,53299,-2142,3
2026-08-13,P,一德期货,45913,1293,46783,4457,4
2026-08-13,P,中粮期货,33293,-2040,46323,4659,5
2026-08-13,P,海通期货,28625,-1222,36540,-72,6
2026-08-13,P,中信建投,24612,616,31439,638,7
2026-08-13,P,国投期货,28336,-550,15560,-240,8
2026-08-13,P,摩根大通,19416,501,21993,-27,9
2026-08-13,P,华泰期货,23290,-360,16966,-702,10
2026-08-13,P,广发期货,24699,860,10293,1223,11
2026-08-13,P,招商期货,16749,522,15029,148,12
2026-08-13,P,永安期货,21188,945,9944,232,13
2026-08-13,P,乾坤期货,1811,373,28780,2767,14
2026-08-13,P,国富期货,3688,156,23016,2350,15
2026-08-13,P,南华期货,16280,2003,9340,980,16
2026-08-13,P,浙商期货,8656,119,16056,581,17
2026-08-13,P,中金财富,6480,740,17034,645,18
2026-08-13,P,瑞达期货,9001,212,13467,168,19
2026-08-13,P,建信期货,4221,-211,16317,-420,20
2026-08-13,Y,中粮期货,54009,-1757,242829,436,1
2026-08-13,Y,国泰君安,126082,2772,91434,-737,2
2026-08-13,Y,国投期货,34292,360,116159,6081,3
2026-08-13,Y,中信期货,68742,2978,79495,273,4
2026-08-13,Y,东证期货,60773,3876,78904,396,5
2026-08-13,Y,广发期货,35710,-1778,81420,-2900,6
2026-08-13,Y,海通期货,58643,630,39902,1221,7
2026-08-13,Y,摩根大通,38049,-44,32132,573,8
2026-08-13,Y,宏源期货,24280,368,40516,465,9
2026-08-13,Y,招商期货,30593,459,32925,-102,10
2026-08-13,Y,永安期货,32663,-377,27483,53,11
2026-08-13,Y,中信建投,33674,-190,25787,35,12
2026-08-13,Y,乾坤期货,34324,1591,19471,718,13
2026-08-13,Y,南华期货,31350,924,21842,882,14
2026-08-13,Y,一德期货,33571,-965,13749,469,15
2026-08-13,Y,华泰期货,23147,-165,23435,-434,16
2026-08-13,Y,银河期货,19353,103,8409,-574,17
2026-08-13,Y,中泰期货,24376,438,2822,-188,18
2026-08-13,Y,西部期货,22932,-14,0,0,19
2026-08-13,Y,苏豪弘业,21413,-551,0,0,20
2026-08-14,OI,中信期货,74093,8866,54648,4937,1
2026-08-14,OI,中粮期货,30180,-1501,97002,2783,2
2026-08-14,OI,国投安信,27293,2109,75104,2347,3
2026-08-14,OI,中信建投,37442,20,43616,843,4
2026-08-14,OI,国泰君安,45602,5507,27016,3372,5
2026-08-14,OI,东证期货,40513,5727,26608,1261,6
2026-08-14,OI,华泰期货,28221,2099,35855,2458,7
2026-08-14,OI,浙商期货,16021,239,43388,5163,8
2026-08-14,OI,摩根大通,59254,5991,0,0,9
2026-08-14,OI,乾坤期货,45870,4890,285,113,10
2026-08-14,OI,五矿期货,22543,-11,20662,-168,11
2026-08-14,OI,鲁证期货,18935,506,21043,867,12
2026-08-14,OI,长江期货,19849,328,19763,551,13
2026-08-14,OI,一德期货,21990,2822,10726,17,14
2026-08-14,OI,南华期货,13043,147,18674,699,15
2026-08-14,OI,银河期货,11523,1024,18115,4565,16
2026-08-14,OI,广发期货,15298,2125,14198,3059,17
2026-08-14,OI,中投天琪,16412,2096,0,0,18
2026-08-14,OI,永安期货,6980,509,4285,1012,19
2026-08-14,OI,瑞银期货,9704,288,0,0,20
2026-08-14,P,国泰君安,121102,2423,101340,8311,1
2026-08-14,P,中信期货,44224,2284,72561,-4192,2
2026-08-14,P,东证期货,55969,3649,57409,4110,3
2026-08-14,P,一德期货,43721,-2192,42902,-3881,4
2026-08-14,P,中粮期货,31918,-1375,46393,70,5
2026-08-14,P,海通期货,26334,-2291,37586,1046,6
2026-08-14,P,中信建投,25307,695,32572,1133,7
2026-08-14,P,国投期货,28390,54,16232,668,8
2026-08-14,P,华泰期货,22352,-938,18840,1825,9
2026-08-14,P,广发期货,26111,1412,13977,3684,10
2026-08-14,P,招商期货,19438,666,15196,167,11
2026-08-14,P,摩根大通,17163,-2253,17428,-1722,12
2026-08-14,P,永安期货,21751,563,10029,1913,13
2026-08-14,P,浙商期货,8790,134,18676,2620,14
2026-08-14,P,乾坤期货,1651,16,25658,-3122,15
2026-08-14,P,南华期货,16519,239,10493,1153,16
2026-08-14,P,瑞达期货,9810,804,13214,-253,17
2026-08-14,P,国富期货,2332,-1356,20223,-2793,18
2026-08-14,P,建信期货,4094,-127,16474,157,19
2026-08-14,P,银河期货,10469,-335,8600,-478,20
2026-08-14,Y,中粮期货,53921,-88,244530,1701,1
2026-08-14,Y,国泰君安,129251,3169,91490,56,2
2026-08-14,Y,国投期货,33533,-759,119617,3458,3
2026-08-14,Y,中信期货,67847,-895,79380,-115,4
2026-08-14,Y,东证期货,60327,-446,79249,345,5
2026-08-14,Y,广发期货,35739,29,80094,-1326,6
2026-08-14,Y,海通期货,58060,-583,39834,-68,7
2026-08-14,Y,摩根大通,41550,3501,32859,727,8
2026-08-14,Y,宏源期货,26957,352,41131,615,9
2026-08-14,Y,永安期货,32534,-129,28698,1215,10
2026-08-14,Y,中信建投,33972,298,25810,23,11
2026-08-14,Y,招商期货,27446,8,32110,-815,12
2026-08-14,Y,南华期货,32273,923,21564,1289,13
2026-08-14,Y,乾坤期货,37004,2678,14391,-3298,14
2026-08-14,Y,一德期货,32344,-875,13996,247,15
2026-08-14,Y,华泰期货,22750,-377,23351,-84,16
2026-08-14,Y,银河期货,20016,663,10963,957,17
2026-08-14,Y,中泰期货,22880,-1496,2220,-603,18
2026-08-14,Y,建信期货,11495,-668,11886,1362,19
2026-08-14,Y,西部期货,22946,14,0,0,20
2026-08-17,OI,中粮期货,29580,-600,97313,311,1
2026-08-17,OI,中信期货,71704,-2389,54647,-1,2
2026-08-17,OI,国投安信,26321,-972,75155,51,3
2026-08-17,OI,中信建投,37390,-52,43757,141,4
2026-08-17,OI,国泰君安,44679,-923,26585,-431,5
2026-08-17,OI,东证期货,40683,170,25818,-790,6
2026-08-17,OI,华泰期货,28162,-59,36471,616,7
2026-08-17,OI,摩根大通,59582,328,0,0,8
2026-08-17,OI,浙商期货,14490,321,42625,-763,9
2026-08-17,OI,乾坤期货,46545,675,366,81,10
2026-08-17,OI,五矿期货,22341,-202,20191,-471,11
2026-08-17,OI,鲁证期货,20332,-340,20479,-564,12
2026-08-17,OI,长江期货,19861,12,19562,-201,13
2026-08-17,OI,南华期货,13224,181,18814,290,14
2026-08-17,OI,一德期货,21104,-886,10169,-557,15
2026-08-17,OI,银河期货,12128,605,17203,-912,16
2026-08-17,OI,广发期货,14355,-943,13991,-207,17
2026-08-17,OI,中投天琪,16437,25,0,0,18
2026-08-17,OI,永安期货,6569,-411,7387,1637,19
2026-08-17,OI,瑞银期货,10057,129,0,0,20
2026-08-17,P,国泰君安,120218,-884,103121,1781,1
2026-08-17,P,中信期货,43507,-717,71155,-1406,2
2026-08-17,P,东证期货,55071,-898,59376,1967,3
2026-08-17,P,一德期货,44805,1084,42026,-876,4
2026-08-17,P,中粮期货,31583,-335,44883,-1510,5
2026-08-17,P,海通期货,24253,-2081,37397,-189,6
2026-08-17,P,中信建投,25024,-283,32710,138,7
2026-08-17,P,国投期货,26902,-1488,15915,-317,8
2026-08-17,P,华泰期货,22188,-203,18491,-294,9
2026-08-17,P,摩根大通,17952,789,18151,723,10
2026-08-17,P,广发期货,22289,-816,12402,-1024,11
2026-08-17,P,招商期货,17577,399,15430,234,12
2026-08-17,P,永安期货,20618,-1145,10706,677,13
2026-08-17,P,乾坤期货,2128,296,29025,3367,14
2026-08-17,P,国富期货,2563,231,27722,1775,15
2026-08-17,P,浙商期货,9028,238,19625,949,16
2026-08-17,P,中金财富,8606,1455,16398,820,17
2026-08-17,P,瑞达期货,9805,13,13047,4,18
2026-08-17,P,建信期货,4087,-7,16087,-387,19
2026-08-17,P,南华期货,9235,315,10823,330,20
2026-08-17,Y,中粮期货,51304,-2617,244171,-359,1
2026-08-17,Y,国泰君安,127556,-1695,91770,280,2
2026-08-17,Y,中信期货,71626,2012,78270,-1110,3
2026-08-17,Y,国投期货,30792,-2741,116632,-2985,4
2026-08-17,Y,东证期货,56689,-3638,76594,-2655,5
2026-08-17,Y,广发期货,35233,-506,80241,147,6
2026-08-17,Y,海通期货,57217,2175,40162,328,7
2026-08-17,Y,摩根大通,43561,2011,33614,755,8
2026-08-17,Y,宏源期货,27306,349,43209,774,9
2026-08-17,Y,中信建投,35436,1464,26002,192,10
2026-08-17,Y,永安期货,32885,351,28194,-504,11
2026-08-17,Y,乾坤期货,43666,6662,14355,-36,12
2026-08-17,Y,招商期货,29726,45,27818,86,13
2026-08-17,Y,南华期货,31927,-346,21662,98,14
2026-08-17,Y,一德期货,32567,223,13888,-108,15
2026-08-17,Y,华泰期货,22715,-35,22989,-362,16
2026-08-17,Y,银河期货,20974,693,10125,577,17
2026-08-17,Y,中泰期货,21765,-1115,5990,265,18
2026-08-17,Y,建信期货,11393,-102,12352,466,19
2026-08-17,Y,西部期货,22936,-10,0,0,20
2026-08-18,OI,中粮期货,30116,536,99570,2257,1
2026-08-18,OI,中信期货,72443,526,54908,261,2
2026-08-18,OI,国投安信,27082,761,76211,1056,3
2026-08-18,OI,中信建投,36502,-888,42474,-1283,4
2026-08-18,OI,国泰君安,45165,486,28010,1425,5
2026-08-18,OI,东证期货,39922,-761,27584,1766,6
2026-08-18,OI,华泰期货,28353,191,36825,354,7
2026-08-18,OI,摩根大通,60646,1064,0,0,8
